chr1	186917271	186917772
chr15	92708070	92708571
chr14	55296905	55297406
chr2	56011496	56011997
chr16	2170499	2171000
chr10	69012743	69013244
chr11	62548560	62549061
chr20	10483479	10483980
chr1	23291168	23291669
chr16	2170496	2170997
chr1	220001153	220001654
chr10	11813943	11814444
chr13	51270970	51271471
chr12	4707000	4707501
chr17	8311322	8311823
chr12	42117795	42118296
chr2	121409123	121409624
chr1	183873347	183873848
chr1	203898287	203898788
chr13	114004940	114005441
chr15	39724024	39724525
chr16	47695767	47696268
chr1	48159309	48159810
chr1	63634999	63635500
chr12	26822144	26822645
chr12	6171571	6172072
chr2	10161728	10162229
chr15	52415973	52416474
chr1	186917258	186917759
chr13	74118181	74118682
chr22	28750666	28751167
chr15	40982721	40983222
chr10	92832474	92832975
chr14	91473028	91473529
chr14	90616216	90616717
chr14	90616221	90616722
chr11	73198872	73199373
chr17	8311330	8311831
chr16	1548561	1549062
chr15	40982705	40983206
chr2	234997324	234997825
chr10	58240454	58240955
chr1	85582724	85583225
chr16	2170565	2171066
chr12	42447579	42448080
chr12	49489463	49489964
chr10	72595057	72595558
chr22	46792522	46793023
chr15	81003858	81004359
chr2	111149878	111150379
chr15	26559825	26560326
chr14	105429884	105430385
chr16	69225162	69225663
chr12	11885875	11886376
chr2	202408819	202409320
chr17	7497156	7497657
chr10	92832119	92832620
chr16	81517974	81518475
chr14	90617268	90617769
chr1	205598820	205599321
chr10	92832175	92832676
chr11	14323193	14323694
chr2	46086716	46087217
chr18	9874570	9875071
chr1	12501441	12501942
chr1	6604500	6605001
chr1	85582573	85583074
chr17	27263485	27263986
chr12	124236455	124236956
chr17	2312808	2313309
chr15	52415875	52416376
chr12	64617552	64618053
chr16	58735036	58735537
chr1	85582645	85583146
chr20	58342088	58342589
chr2	25318018	25318519
chr16	2170556	2171057
chr10	92834050	92834551
chr17	82844860	82845361
chr16	71282684	71283185
chr16	2169988	2170489
chr1	41045529	41046030
chr12	90229289	90229790
chr19	48908653	48909154
chr2	55862978	55863479
chr22	19483175	19483676
chr22	46792519	46793020
chr10	14844543	14845044
chr16	2170506	2171007
chr15	52415690	52416191
chr14	105429904	105430405
chr10	94602883	94603384
chr12	123478848	123479349
chr1	244447497	244447998
chr2	171711787	171712288
chr1	85338972	85339473
chr12	634426	634927
chr11	71936389	71936890
chr13	20791410	20791911
chr11	125673904	125674405
chr17	28828684	28829185
chr16	12409670	12410171
chr16	30710069	30710570
chr14	102853565	102854066
chr20	2936933	2937434
chr17	42575355	42575856
chr21	39178250	39178751
chr22	36923323	36923824
chr13	99290458	99290959
chr13	41048535	41049036
chr2	32755664	32756165
chr1	154644935	154645436
chr2	152726065	152726566
chr1	42373442	42373943
chr14	87993779	87994280
chr1	22494656	22495157
chr16	85543985	85544486
chr1	94473569	94474070
chr17	29237897	29238398
chr2	11800446	11800947
chr1	92543038	92543539
chr17	67470310	67470811
chr1	231562292	231562793
chr1	8388116	8388617
chr11	43757581	43758082
chr16	69877315	69877816
chr2	47456840	47457341
chr12	10228645	10229146
chr20	35887815	35888316
chr2	74162907	74163408
chr20	49654092	49654593
chr1	92563748	92564249
chr20	35887806	35888307
chr10	98180035	98180536
chr12	57065325	57065826
chr17	42569335	42569836
chr22	18145117	18145618
chr10	69006430	69006931
chr22	31228082	31228583
chr20	57359405	57359906
chr2	171984186	171984687
chr2	74162818	74163319
chr17	63753779	63754280
chr16	22216944	22217445
chr10	97354184	97354685
chr21	17812316	17812817
chr10	74989985	74990486
chr17	645796	646297
chr15	69439861	69440362
chr19	43692627	43693128
chr17	39468020	39468521
chr12	65198298	65198799
chr10	74184806	74185307
chr22	29840691	29841192
chr1	43856069	43856570
chr17	645879	646380
chr11	45954761	45955262
chr14	89858651	89859152
chr14	77298824	77299325
chr13	99373589	99374090
chr16	85543990	85544491
chr2	149568368	149568869
chr14	69240557	69241058
chr1	154161020	154161521
chr1	232639309	232639810
chr2	99355975	99356476
chr2	206055927	206056428
chr10	118728120	118728621
chr13	28152979	28153480
chr2	54590708	54591209
chr1	109072632	109073133
chr2	32761920	32762421
chr22	40441685	40442186
chr1	1764706	1765207
chr1	225415185	225415686
chr17	58192175	58192676
chr2	227334845	227335346
chr13	113508180	113508681
chr1	9854511	9855012
chr1	236535316	236535817
chr2	97812682	97813183
chr14	75397922	75398423
chr1	43856078	43856579
chr12	113332056	113332557
chr2	25765303	25765804
chr20	33701541	33702042
chr1	16301911	16302412
chr11	87190887	87191388
chr1	9854262	9854763
chr12	131985417	131985918
chr15	68140435	68140936
chr11	60848402	60848903
chr20	1823883	1824384
chr17	61220380	61220881
chr15	59058611	59059112
chr2	47456865	47457366
chr1	9853571	9854072
chr1	236536890	236537391
chr11	130308000	130308501
chrX	44920873	44921374
chr1	228178765	228179266
chr22	29192379	29192880
chr1	49283280	49283781
chr19	17999616	18000117
chr17	27295672	27296173
chr14	68789668	68790169
chr2	170206555	170207056
chr19	12887370	12887871
chr17	3915193	3915694
chr17	8126892	8127393
chr14	68789647	68790148
chr17	57426176	57426677
chr18	57583080	57583581
chr20	38948042	38948543
chr14	77825887	77826388
chr10	59726564	59727065
chr16	66574915	66575416
chr12	19967428	19967929
chr22	33491193	33491694
chr19	12947863	12948364
chr11	71995523	71996024
chr11	103971885	103972386
chr18	13309731	13310232
chr14	39574166	39574667
chr18	13309688	13310189
chr17	57426184	57426685
chr19	19061523	19062024
